Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Profit_Margin
US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,Consumer,United States,Seattle,Washington,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.45,2.00,0.20,2.96,2017,November,0.35
US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,Consumer,United States,Seattle,Washington,West,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3.00,0.00,9.59,2017,November,0.10
CA-2014-127159,5/12/2014,5/15/2014,First Class,HL-15040,Consumer,United States,Milwaukee,Wisconsin,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,7.00,0.00,10.78,2014,May,0.31
CA-2017-161809,1/20/2017,1/26/2017,Standard Class,TH-21100,Consumer,United States,Los Angeles,California,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.78,3.00,0.20,10.05,2017,January,0.06
CA-2017-127285,10/30/2017,11/6/2017,Standard Class,MM-18055,Consumer,United States,Seattle,Washington,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.75,3.00,0.20,27.74,2017,October,0.31
CA-2017-127285,10/30/2017,11/6/2017,Standard Class,MM-18055,Consumer,United States,Seattle,Washington,West,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.90,2.00,0.20,5.21,2017,October,0.38
CA-2017-144526,4/30/2017,5/6/2017,Standard Class,QJ-19255,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5.00,0.40,-158.10,2017,April,-0.23
CA-2017-144526,4/30/2017,5/6/2017,Standard Class,QJ-19255,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,13.90,3.00,0.70,-9.26,2017,April,-0.67
CA-2016-128531,11/24/2016,11/26/2016,Second Class,NS-18505,Consumer,United States,Dallas,Texas,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,41.92,5.00,0.20,3.67,2016,November,0.09
CA-2016-128531,11/24/2016,11/26/2016,Second Class,NS-18505,Consumer,United States,Dallas,Texas,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,297.58,3.00,0.20,-7.44,2016,November,-0.03
CA-2016-128531,11/24/2016,11/26/2016,Second Class,NS-18505,Consumer,United States,Dallas,Texas,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,4.34,3.00,0.20,0.87,2016,November,0.20
CA-2016-128531,11/24/2016,11/26/2016,Second Class,NS-18505,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,94.99,2.00,0.20,-2.37,2016,November,-0.03
CA-2016-128531,11/24/2016,11/26/2016,Second Class,NS-18505,Consumer,United States,Dallas,Texas,Central,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.35,3.00,0.20,23.24,2016,November,0.31
CA-2016-128531,11/24/2016,11/26/2016,Second Class,NS-18505,Consumer,United States,Dallas,Texas,Central,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3.00,0.20,1.58,2016,November,0.11
US-2015-157154,1/10/2015,1/15/2015,Standard Class,MM-17920,Consumer,United States,New York City,New York,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.10,4.00,0.40,-373.30,2015,January,-0.37
CA-2017-159457,10/19/2017,10/26/2017,Standard Class,RD-19480,Consumer,United States,Houston,Texas,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3.00,0.20,5.21,2017,October,0.31
CA-2016-107615,3/22/2016,3/25/2016,First Class,RB-19645,Corporate,United States,North Las Vegas,Nevada,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2.00,0.00,19.33,2016,March,0.33
CA-2017-111647,7/3/2017,7/7/2017,Standard Class,RD-19585,Consumer,United States,Plano,Texas,Central,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.97,4.00,0.20,62.99,2017,July,0.38
CA-2015-150560,12/11/2015,12/12/2015,First Class,SW-20455,Consumer,United States,Suffolk,Virginia,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2.00,0.00,96.34,2015,December,0.49
CA-2015-143077,9/17/2015,9/21/2015,Standard Class,SF-20965,Corporate,United States,Houston,Texas,Central,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.94,2.00,0.60,-10.42,2015,September,-0.48
CA-2015-143077,9/17/2015,9/21/2015,Standard Class,SF-20965,Corporate,United States,Houston,Texas,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,6.59,3.00,0.80,-10.21,2015,September,-1.55
CA-2016-122728,5/18/2016,5/24/2016,Standard Class,EB-13930,Consumer,United States,San Francisco,California,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3.00,0.00,26.07,2016,May,0.25
CA-2016-122728,5/18/2016,5/24/2016,Standard Class,EB-13930,Consumer,United States,San Francisco,California,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3.00,0.00,8.79,2016,May,0.49
CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.78,1.00,0.20,-14.58,2014,September,-0.23
CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.38,3.00,0.40,4.32,2014,September,0.13
CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.37,2.00,0.20,8.47,2014,September,0.20
CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4.00,0.70,-559.36,2014,September,-1.40
US-2016-101497,9/29/2016,10/1/2016,Second Class,PS-18760,Consumer,United States,Los Angeles,California,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97,1.00,0.00,9.11,2016,September,0.48
CA-2016-147585,11/7/2016,11/12/2016,Standard Class,CB-12535,Corporate,United States,San Francisco,California,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3.00,0.00,6.22,2016,November,0.42
CA-2017-149489,4/24/2017,4/27/2017,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2.00,0.20,12.41,2017,April,0.13
CA-2017-149489,4/24/2017,4/27/2017,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.19,2.00,0.70,-0.99,2017,April,-0.83
CA-2017-149489,4/24/2017,4/27/2017,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.52,2.00,0.70,-5.76,2017,April,-0.77
CA-2017-143798,12/10/2017,12/12/2017,First Class,AW-10840,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.37,2.00,0.20,3.63,2017,December,0.35
CA-2017-143798,12/10/2017,12/12/2017,First Class,AW-10840,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2.00,0.20,23.32,2017,December,0.08
CA-2014-142839,8/16/2014,8/20/2014,Standard Class,TS-21610,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.09,6.00,0.40,-227.49,2014,August,-0.27
CA-2017-129833,12/9/2017,12/15/2017,Standard Class,HF-14995,Consumer,United States,Indianapolis,Indiana,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,5.00,0.00,15.39,2017,December,0.46
CA-2017-129833,12/9/2017,12/15/2017,Standard Class,HF-14995,Consumer,United States,Indianapolis,Indiana,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,10.40,5.00,0.00,5.10,2017,December,0.49
US-2016-154361,3/14/2016,3/19/2016,Standard Class,HZ-14950,Consumer,United States,Columbus,Ohio,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5.00,0.20,6.29,2016,March,0.29
US-2016-158708,6/26/2016,6/29/2016,Second Class,AB-10255,Home Office,United States,Plano,Texas,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.62,2.00,0.20,3.57,2016,June,0.26
CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195,Home Office,United States,Bayonne,New Jersey,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4.00,0.00,19.83,2015,September,0.31
CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195,Home Office,United States,Bayonne,New Jersey,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,3.00,0.00,7.09,2015,September,0.49
CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195,Home Office,United States,Bayonne,New Jersey,East,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2.00,0.00,52.49,2015,September,0.50
CA-2015-148376,12/27/2015,12/31/2015,Standard Class,AG-10900,Consumer,United States,Los Angeles,California,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2.00,0.00,31.02,2015,December,0.29
CA-2015-148376,12/27/2015,12/31/2015,Standard Class,AG-10900,Consumer,United States,Los Angeles,California,West,OFF-LA-10002381,Office Supplies,Labels,Avery 497,21.56,7.00,0.00,10.35,2015,December,0.48
CA-2014-135657,6/3/2014,6/7/2014,Second Class,SC-20725,Consumer,United States,Seattle,Washington,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,6.00,0.00,113.49,2014,June,0.22
CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370,Consumer,United States,New York City,New York,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.81,2.00,0.20,4.28,2015,July,0.36
CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370,Consumer,United States,New York City,New York,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,9.00,0.10,321.84,2015,July,0.17
CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370,Consumer,United States,New York City,New York,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,9.96,2.00,0.00,4.68,2015,July,0.47
CA-2014-139857,2/2/2014,2/6/2014,Standard Class,CD-12790,Home Office,United States,San Diego,California,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5.00,0.00,5.80,2014,February,0.47
CA-2016-106306,3/8/2016,3/8/2016,Same Day,PG-18820,Consumer,United States,Glendale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.70,3.00,0.70,-7.11,2016,March,-0.73
CA-2015-100545,11/22/2015,11/26/2015,Standard Class,IM-15070,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,11.61,2.00,0.70,-9.29,2015,November,-0.80
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Consumer,United States,San Francisco,California,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6.00,0.00,20.61,2017,October,0.47
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Consumer,United States,San Francisco,California,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,2.00,0.20,16.70,2017,October,0.11
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Consumer,United States,San Francisco,California,West,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,2.00,0.00,3.71,2017,October,0.50
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Consumer,United States,San Francisco,California,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",71.99,1.00,0.20,-0.90,2017,October,-0.01
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Consumer,United States,San Francisco,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.90,5.00,0.00,6.57,2017,October,0.33
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Consumer,United States,San Francisco,California,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14.00,0.00,510.64,2017,October,0.30
CA-2015-145401,1/30/2015,2/4/2015,Standard Class,JP-15520,Consumer,United States,Houston,Texas,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.30,6.00,0.20,5.01,2015,January,0.35
US-2017-124968,9/8/2017,9/13/2017,Second Class,MM-18055,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.63,7.00,0.50,-566.56,2017,September,-0.74
CA-2017-104003,10/7/2017,10/13/2017,Standard Class,DC-13285,Consumer,United States,San Francisco,California,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.67,2.00,0.15,-14.48,2017,October,-0.05
CA-2016-154788,4/30/2016,5/4/2016,Standard Class,JL-15835,Consumer,United States,New York City,New York,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2.00,0.20,2.80,2016,April,0.36
CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Consumer,United States,New York City,New York,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.90,5.00,0.00,70.44,2016,May,0.29
CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Consumer,United States,New York City,New York,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.90,5.00,0.00,0.00,2016,May,0.00
CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Consumer,United States,New York City,New York,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4.00,0.00,15.09,2016,May,0.42
CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Consumer,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8.00,0.00,12.33,2016,May,0.31
CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Consumer,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.74,4.00,0.20,14.92,2016,May,0.31
US-2015-123218,12/20/2015,12/25/2015,Standard Class,KD-16345,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.98,2.00,0.20,12.00,2015,December,0.08
US-2015-123218,12/20/2015,12/25/2015,Standard Class,KD-16345,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.97,4.00,0.20,51.19,2015,December,0.20
US-2015-123218,12/20/2015,12/25/2015,Standard Class,KD-16345,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.06,3.00,0.30,-71.81,2015,December,-0.20
CA-2015-127453,12/19/2015,12/20/2015,First Class,JK-15370,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.35,3.00,0.20,43.44,2015,December,0.10
CA-2015-127453,12/19/2015,12/20/2015,First Class,JK-15370,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.55,2.00,0.20,0.44,2015,December,0.13
CA-2015-127453,12/19/2015,12/20/2015,First Class,JK-15370,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.83,4.00,0.20,7.77,2015,December,0.09
US-2017-164056,4/29/2017,5/4/2017,Second Class,FM-14215,Corporate,United States,Dublin,Ohio,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5.00,0.40,-69.89,2017,April,-0.07
CA-2016-106894,2/7/2016,2/7/2016,Same Day,CA-12265,Consumer,United States,Springfield,Virginia,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.00,4.00,0.00,21.00,2016,February,0.21
CA-2016-106894,2/7/2016,2/7/2016,Same Day,CA-12265,Consumer,United States,Springfield,Virginia,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3.00,0.00,3.60,2016,February,0.46
CA-2014-125136,9/28/2014,10/3/2014,Standard Class,KD-16495,Corporate,United States,Fayetteville,North Carolina,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.26,8.00,0.20,31.28,2014,September,0.33
CA-2014-125136,9/28/2014,10/3/2014,Standard Class,KD-16495,Corporate,United States,Fayetteville,North Carolina,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.69,2.00,0.20,3.74,2014,September,0.35
US-2016-131149,7/10/2016,7/14/2016,Standard Class,LH-17155,Consumer,United States,Dallas,Texas,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3.00,0.20,-33.80,2016,July,-0.10
US-2016-131149,7/10/2016,7/14/2016,Standard Class,LH-17155,Consumer,United States,Dallas,Texas,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4.00,0.20,17.35,2016,July,0.11
CA-2017-101483,7/29/2017,8/1/2017,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.85,2.00,0.20,6.53,2017,July,0.19
CA-2017-101483,7/29/2017,8/1/2017,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.00,5.00,0.20,1.38,2017,July,0.06
CA-2017-101483,7/29/2017,8/1/2017,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.37,3.00,0.20,0.38,2017,July,0.09
CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120,Corporate,United States,San Francisco,California,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3.00,0.00,8.49,2015,September,0.27
CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120,Corporate,United States,San Francisco,California,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.90,2.00,0.00,3.40,2015,September,0.19
CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120,Corporate,United States,San Francisco,California,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5.00,0.00,46.60,2015,September,0.36
CA-2014-110527,8/9/2014,8/16/2014,Standard Class,ED-13885,Home Office,United States,San Diego,California,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88,8.00,0.00,9.60,2014,August,0.46
CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.74,4.00,0.20,7.26,2017,October,0.35
CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.17,2.00,0.20,0.99,2017,October,0.14
CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.17,2.00,0.20,-2.51,2017,October,-0.23
CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,442.40,7.00,0.20,-55.30,2017,October,-0.13
CA-2014-133270,6/6/2014,6/9/2014,First Class,BM-11785,Consumer,United States,Rochester,New York,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2.00,0.00,4.94,2014,June,0.37
CA-2016-155670,8/13/2016,8/17/2016,Second Class,EM-14065,Consumer,United States,Jacksonville,North Carolina,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.23,8.00,0.70,-8.24,2016,August,-0.73
CA-2016-155670,8/13/2016,8/17/2016,Second Class,EM-14065,Consumer,United States,Jacksonville,North Carolina,South,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,10.27,3.00,0.20,3.21,2016,August,0.31
US-2014-157406,4/25/2014,4/29/2014,Standard Class,DA-13450,Home Office,United States,Houston,Texas,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.37,2.00,0.20,3.63,2014,April,0.35
US-2014-157406,4/25/2014,4/29/2014,Standard Class,DA-13450,Home Office,United States,Houston,Texas,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3.00,0.20,0.55,2014,April,0.09
CA-2015-139094,11/22/2015,11/27/2015,Standard Class,MO-17800,Home Office,United States,San Antonio,Texas,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.96,2.00,0.30,-32.52,2015,November,-0.16
CA-2017-168837,10/14/2017,10/17/2017,First Class,JW-15955,Consumer,United States,Oakland,California,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2.00,0.00,3.69,2017,October,0.39
CA-2017-116715,12/2/2017,12/5/2017,First Class,VW-21775,Corporate,United States,San Francisco,California,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,9.00,0.00,151.10,2017,December,0.27
CA-2017-116715,12/2/2017,12/5/2017,First Class,VW-21775,Corporate,United States,San Francisco,California,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2.00,0.00,53.86,2017,December,0.49
CA-2017-116715,12/2/2017,12/5/2017,First Class,VW-21775,Corporate,United States,San Francisco,California,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.56,2.00,0.00,3.85,2017,December,0.45
CA-2015-135622,12/8/2015,12/11/2015,Second Class,TT-21460,Home Office,United States,Fort Worth,Texas,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.71,11.00,0.20,130.76,2015,December,0.36
CA-2015-135622,12/8/2015,12/11/2015,Second Class,TT-21460,Home Office,United States,Fort Worth,Texas,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.40,6.00,0.20,150.36,2015,December,0.09
US-2015-107349,7/13/2015,7/15/2015,First Class,SL-20155,Home Office,United States,Houston,Texas,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.57,6.00,0.80,-66.51,2015,July,-1.60
CA-2014-139017,5/11/2014,5/17/2014,Standard Class,RM-19375,Consumer,United States,Houston,Texas,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.86,2.00,0.20,7.62,2014,May,0.16
CA-2014-141817,1/5/2014,1/12/2014,Standard Class,MB-18085,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.54,3.00,0.20,4.88,2014,January,0.25
CA-2015-130785,9/5/2015,9/9/2015,Standard Class,AG-10900,Consumer,United States,San Diego,California,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.33,4.00,0.15,-4.84,2015,September,-0.01
CA-2015-130785,9/5/2015,9/9/2015,Standard Class,AG-10900,Consumer,United States,San Diego,California,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.75,6.00,0.20,9.70,2015,September,0.34
CA-2015-130785,9/5/2015,9/9/2015,Standard Class,AG-10900,Consumer,United States,San Diego,California,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.20,3.00,0.15,-20.70,2015,September,-0.07
CA-2016-110254,8/4/2016,8/8/2016,Standard Class,ML-17755,Home Office,United States,Suffolk,Virginia,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2.00,0.00,10.52,2016,August,0.30
CA-2016-110254,8/4/2016,8/8/2016,Standard Class,ML-17755,Home Office,United States,Suffolk,Virginia,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13,1.00,0.00,1.90,2016,August,0.46
CA-2016-110254,8/4/2016,8/8/2016,Standard Class,ML-17755,Home Office,United States,Suffolk,Virginia,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.80,9.00,0.00,46.12,2016,August,0.42
CA-2016-110254,8/4/2016,8/8/2016,Standard Class,ML-17755,Home Office,United States,Suffolk,Virginia,South,OFF-LA-10002034,Office Supplies,Labels,Avery 478,9.82,2.00,0.00,4.81,2016,August,0.49
US-2014-158057,3/22/2014,3/26/2014,Standard Class,CC-12685,Consumer,United States,Greensboro,North Carolina,South,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.64,4.00,0.70,-5.86,2014,March,-0.77
